danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.663,0.559,6,-12.876,0,0.0391,0.136,0.0894,0.108,0.296,145.007,audio_features,4tRhRLBxIZ34Iw0eCuiC03,spotify:track:4tRhRLBxIZ34Iw0eCuiC03,https://api.spotify.com/v1/tracks/4tRhRLBxIZ34Iw0eCuiC03,https://api.spotify.com/v1/audio-analysis/4tRhRLBxIZ34Iw0eCuiC03,206385,4,3
0.86,0.763,0,-5.656,1,0.185,0.0644,0.0,0.0923,0.381,126.034,audio_features,6CX6yDrSFidhuOdHxOjdnW,spotify:track:6CX6yDrSFidhuOdHxOjdnW,https://api.spotify.com/v1/tracks/6CX6yDrSFidhuOdHxOjdnW,https://api.spotify.com/v1/audio-analysis/6CX6yDrSFidhuOdHxOjdnW,234000,4,0
0.798,0.59,11,-9.626,0,0.0663,0.0521,0.0,0.175,0.364,95.023,audio_features,7fHA2GmQN8jH0xEtx5doLh,spotify:track:7fHA2GmQN8jH0xEtx5doLh,https://api.spotify.com/v1/tracks/7fHA2GmQN8jH0xEtx5doLh,https://api.spotify.com/v1/audio-analysis/7fHA2GmQN8jH0xEtx5doLh,153500,4,3
0.871,0.814,8,-4.608,1,0.185,0.101,3.68e-05,0.247,0.351,123.952,audio_features,3OFZHMD1GUQIfVz3sWGVJj,spotify:track:3OFZHMD1GUQIfVz3sWGVJj,https://api.spotify.com/v1/tracks/3OFZHMD1GUQIfVz3sWGVJj,https://api.spotify.com/v1/audio-analysis/3OFZHMD1GUQIfVz3sWGVJj,190000,4,6
0.787,0.361,1,-11.733,1,0.365,0.566,0.621,0.0822,0.0646,169.995,audio_features,0jTnVMuuiPx6thVbCn8bjH,spotify:track:0jTnVMuuiPx6thVbCn8bjH,https://api.spotify.com/v1/tracks/0jTnVMuuiPx6thVbCn8bjH,https://api.spotify.com/v1/audio-analysis/0jTnVMuuiPx6thVbCn8bjH,79897,4,4
0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,audio_features,4GssB27iJeqmfGxS94Tfij,spotify:track:4GssB27iJeqmfGxS94Tfij,https://api.spotify.com/v1/tracks/4GssB27iJeqmfGxS94Tfij,https://api.spotify.com/v1/audio-analysis/4GssB27iJeqmfGxS94Tfij,220537,4,5
0.914,0.506,6,-5.373,0,0.223,0.204,0.0,0.103,0.428,140.015,audio_features,5GZp8q9eZ9qn0TSwAayT1o,spotify:track:5GZp8q9eZ9qn0TSwAayT1o,https://api.spotify.com/v1/tracks/5GZp8q9eZ9qn0TSwAayT1o,https://api.spotify.com/v1/audio-analysis/5GZp8q9eZ9qn0TSwAayT1o,117940,4,4
0.872,0.592,7,-7.82,1,0.164,0.0837,0.124,0.354,0.301,139.966,audio_features,5BjlGzddT6zbS7X8bfjQDp,spotify:track:5BjlGzddT6zbS7X8bfjQDp,https://api.spotify.com/v1/tracks/5BjlGzddT6zbS7X8bfjQDp,https://api.spotify.com/v1/audio-analysis/5BjlGzddT6zbS7X8bfjQDp,192000,4,6
0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,4X4tgBEUiT6WqB2oTJ5ynH,spotify:track:4X4tgBEUiT6WqB2oTJ5ynH,https://api.spotify.com/v1/tracks/4X4tgBEUiT6WqB2oTJ5ynH,https://api.spotify.com/v1/audio-analysis/4X4tgBEUiT6WqB2oTJ5ynH,177685,4,6
0.731,0.746,8,-3.43,1,0.0311,0.00104,5.73e-06,0.117,0.555,125.016,audio_features,4vDGc8mD9kHbC2Yy6pF6SE,spotify:track:4vDGc8mD9kHbC2Yy6pF6SE,https://api.spotify.com/v1/tracks/4vDGc8mD9kHbC2Yy6pF6SE,https://api.spotify.com/v1/audio-analysis/4vDGc8mD9kHbC2Yy6pF6SE,147840,4,6
0.896,0.55,9,-6.217,1,0.294,0.112,0.0,0.0342,0.863,150.109,audio_features,1QwLR9LauBPSIdhSCmwTqY,spotify:track:1QwLR9LauBPSIdhSCmwTqY,https://api.spotify.com/v1/tracks/1QwLR9LauBPSIdhSCmwTqY,https://api.spotify.com/v1/audio-analysis/1QwLR9LauBPSIdhSCmwTqY,136789,4,4
0.919,0.616,1,-5.215,0,0.0778,0.000516,0.000203,0.0752,0.431,124.042,audio_features,5iscY6uoraOqqKurX7G8S9,spotify:track:5iscY6uoraOqqKurX7G8S9,https://api.spotify.com/v1/tracks/5iscY6uoraOqqKurX7G8S9,https://api.spotify.com/v1/audio-analysis/5iscY6uoraOqqKurX7G8S9,128691,4,3
0.855,0.405,0,-10.189,0,0.199,0.0415,8.39e-06,0.209,0.522,87.007,audio_features,6TVqffNTpDAlfCtDIKyFbZ,spotify:track:6TVqffNTpDAlfCtDIKyFbZ,https://api.spotify.com/v1/tracks/6TVqffNTpDAlfCtDIKyFbZ,https://api.spotify.com/v1/audio-analysis/6TVqffNTpDAlfCtDIKyFbZ,136062,4,0
0.807,0.591,6,-10.042,0,0.472,0.0201,0.0,0.0778,0.821,102.637,audio_features,3q9qBPws9B298l9IWo3r4c,spotify:track:3q9qBPws9B298l9IWo3r4c,https://api.spotify.com/v1/tracks/3q9qBPws9B298l9IWo3r4c,https://api.spotify.com/v1/audio-analysis/3q9qBPws9B298l9IWo3r4c,162448,4,4
0.667,0.858,2,-2.268,0,0.0926,0.0367,1.47e-05,0.325,0.641,133.039,audio_features,3pPN20syOYvbUuEiBpbenI,spotify:track:3pPN20syOYvbUuEiBpbenI,https://api.spotify.com/v1/tracks/3pPN20syOYvbUuEiBpbenI,https://api.spotify.com/v1/audio-analysis/3pPN20syOYvbUuEiBpbenI,184295,4,3
0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,audio_features,1wVuPmvt6AWvTL5W2GJnzZ,spotify:track:1wVuPmvt6AWvTL5W2GJnzZ,https://api.spotify.com/v1/tracks/1wVuPmvt6AWvTL5W2GJnzZ,https://api.spotify.com/v1/audio-analysis/1wVuPmvt6AWvTL5W2GJnzZ,217867,4,2
0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,audio_features,4zrKN5Sv8JS5mqnbVcsul7,spotify:track:4zrKN5Sv8JS5mqnbVcsul7,https://api.spotify.com/v1/tracks/4zrKN5Sv8JS5mqnbVcsul7,https://api.spotify.com/v1/audio-analysis/4zrKN5Sv8JS5mqnbVcsul7,209027,4,0
0.911,0.419,11,-7.937,0,0.132,0.0107,0.939,0.109,0.349,128.004,audio_features,4yJfbAd43oEtbr74aVQBGZ,spotify:track:4yJfbAd43oEtbr74aVQBGZ,https://api.spotify.com/v1/tracks/4yJfbAd43oEtbr74aVQBGZ,https://api.spotify.com/v1/audio-analysis/4yJfbAd43oEtbr74aVQBGZ,261721,4,3
0.726,0.652,1,-7.764,0,0.11,0.00451,3.32e-05,0.226,0.803,163.879,audio_features,6HGoVbCUr63SgU3TjxEVj6,spotify:track:6HGoVbCUr63SgU3TjxEVj6,https://api.spotify.com/v1/tracks/6HGoVbCUr63SgU3TjxEVj6,https://api.spotify.com/v1/audio-analysis/6HGoVbCUr63SgU3TjxEVj6,180056,4,3
0.615,0.641,9,-9.758,0,0.0552,0.0137,0.0,0.211,0.399,135.122,audio_features,4NEeHsBqKuBVYjqS4lFdxF,spotify:track:4NEeHsBqKuBVYjqS4lFdxF,https://api.spotify.com/v1/tracks/4NEeHsBqKuBVYjqS4lFdxF,https://api.spotify.com/v1/audio-analysis/4NEeHsBqKuBVYjqS4lFdxF,113070,4,3
0.801,0.898,4,-6.662,1,0.269,0.0398,3.17e-06,0.108,0.563,140.102,audio_features,7bEKga8eFygrhFWB5KTl3A,spotify:track:7bEKga8eFygrhFWB5KTl3A,https://api.spotify.com/v1/tracks/7bEKga8eFygrhFWB5KTl3A,https://api.spotify.com/v1/audio-analysis/7bEKga8eFygrhFWB5KTl3A,172248,4,4
0.801,0.764,2,-5.112,1,0.0986,0.109,1.62e-05,0.247,0.578,89.999,audio_features,58dGRQrNmAJeRMFuguUbvD,spotify:track:58dGRQrNmAJeRMFuguUbvD,https://api.spotify.com/v1/tracks/58dGRQrNmAJeRMFuguUbvD,https://api.spotify.com/v1/audio-analysis/58dGRQrNmAJeRMFuguUbvD,154151,4,0
0.766,0.699,11,-7.044,0,0.448,0.593,0.0,0.0829,0.34,125.918,audio_features,7KTLZDTOrszIj4oJbLsvBo,spotify:track:7KTLZDTOrszIj4oJbLsvBo,https://api.spotify.com/v1/tracks/7KTLZDTOrszIj4oJbLsvBo,https://api.spotify.com/v1/audio-analysis/7KTLZDTOrszIj4oJbLsvBo,167060,4,4
0.647,0.452,3,-7.427,0,0.0547,0.134,0.0,0.0913,0.246,115.0,audio_features,2ByeohqpWsZdXQlZ1mOTtA,spotify:track:2ByeohqpWsZdXQlZ1mOTtA,https://api.spotify.com/v1/tracks/2ByeohqpWsZdXQlZ1mOTtA,https://api.spotify.com/v1/audio-analysis/2ByeohqpWsZdXQlZ1mOTtA,242087,4,2
0.834,0.834,11,-4.035,0,0.0591,0.0671,0.0,0.373,0.344,130.024,audio_features,7FET9gtiECWn7llt0sfvtU,spotify:track:7FET9gtiECWn7llt0sfvtU,https://api.spotify.com/v1/tracks/7FET9gtiECWn7llt0sfvtU,https://api.spotify.com/v1/audio-analysis/7FET9gtiECWn7llt0sfvtU,209500,4,3
0.53,0.803,5,-5.031,0,0.0386,0.0545,0.0,0.316,0.565,80.992,audio_features,2GJ1xx5ZoeIJYbQKLSpoZ3,spotify:track:2GJ1xx5ZoeIJYbQKLSpoZ3,https://api.spotify.com/v1/tracks/2GJ1xx5ZoeIJYbQKLSpoZ3,https://api.spotify.com/v1/audio-analysis/2GJ1xx5ZoeIJYbQKLSpoZ3,206060,4,3
0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4,5
0.319,0.657,2,-6.124,1,0.0477,0.0242,0.0758,0.157,0.0814,90.009,audio_features,11uvudmvZBzG2ztQsOB5sF,spotify:track:11uvudmvZBzG2ztQsOB5sF,https://api.spotify.com/v1/tracks/11uvudmvZBzG2ztQsOB5sF,https://api.spotify.com/v1/audio-analysis/11uvudmvZBzG2ztQsOB5sF,228340,4,2
0.56,0.561,5,-10.164,0,0.0693,0.0908,0.0,0.225,0.511,163.719,audio_features,1DwNUTyU9uVJNBKCCvxDRc,spotify:track:1DwNUTyU9uVJNBKCCvxDRc,https://api.spotify.com/v1/tracks/1DwNUTyU9uVJNBKCCvxDRc,https://api.spotify.com/v1/audio-analysis/1DwNUTyU9uVJNBKCCvxDRc,60000,4,5
0.566,0.62,1,-9.066,0,0.0581,0.059,0.0,0.587,0.305,160.142,audio_features,0VvObZGvF4ut9yVD5YKB1X,spotify:track:0VvObZGvF4ut9yVD5YKB1X,https://api.spotify.com/v1/tracks/0VvObZGvF4ut9yVD5YKB1X,https://api.spotify.com/v1/audio-analysis/0VvObZGvF4ut9yVD5YKB1X,198008,4,7
0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,audio_features,57BGVV6wcyhbn3hsjlqEZB,spotify:track:57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/tracks/57BGVV6wcyhbn3hsjlqEZB,https://api.spotify.com/v1/audio-analysis/57BGVV6wcyhbn3hsjlqEZB,135747,5,4
0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,audio_features,5W8HXMOMLtXLz0RGKUtnlZ,spotify:track:5W8HXMOMLtXLz0RGKUtnlZ,https://api.spotify.com/v1/tracks/5W8HXMOMLtXLz0RGKUtnlZ,https://api.spotify.com/v1/audio-analysis/5W8HXMOMLtXLz0RGKUtnlZ,257369,4,5
0.768,0.933,2,-2.95,0,0.0385,0.206,0.915,0.0833,0.245,124.996,audio_features,4qDHt2ClApBBzDAvhNGWFd,spotify:track:4qDHt2ClApBBzDAvhNGWFd,https://api.spotify.com/v1/tracks/4qDHt2ClApBBzDAvhNGWFd,https://api.spotify.com/v1/audio-analysis/4qDHt2ClApBBzDAvhNGWFd,161280,4,2
0.637,0.551,5,-8.958,0,0.752,0.0623,0.0,0.0809,0.269,128.498,audio_features,5CFQPPZe0t4bZWddqo5NwJ,spotify:track:5CFQPPZe0t4bZWddqo5NwJ,https://api.spotify.com/v1/tracks/5CFQPPZe0t4bZWddqo5NwJ,https://api.spotify.com/v1/audio-analysis/5CFQPPZe0t4bZWddqo5NwJ,212193,5,4
0.682,0.543,1,-8.66,1,0.0688,0.261,0.0,0.108,0.112,127.526,audio_features,7xnElMPFCmSlMJ0AY2hnxc,spotify:track:7xnElMPFCmSlMJ0AY2hnxc,https://api.spotify.com/v1/tracks/7xnElMPFCmSlMJ0AY2hnxc,https://api.spotify.com/v1/audio-analysis/7xnElMPFCmSlMJ0AY2hnxc,267228,4,2
0.772,0.552,1,-7.791,0,0.0916,0.293,0.0,0.314,0.394,132.01,audio_features,03gNd8qF7njG5ROGp80nJE,spotify:track:03gNd8qF7njG5ROGp80nJE,https://api.spotify.com/v1/tracks/03gNd8qF7njG5ROGp80nJE,https://api.spotify.com/v1/audio-analysis/03gNd8qF7njG5ROGp80nJE,267613,4,2
0.827,0.697,8,-6.367,1,0.155,0.18,0.619,0.318,0.538,124.063,audio_features,2NzVvoQyagqEB5o4ny9UkT,spotify:track:2NzVvoQyagqEB5o4ny9UkT,https://api.spotify.com/v1/tracks/2NzVvoQyagqEB5o4ny9UkT,https://api.spotify.com/v1/audio-analysis/2NzVvoQyagqEB5o4ny9UkT,212903,4,6
0.297,0.947,6,-5.658,1,0.16,0.000216,0.0309,0.0972,0.399,146.714,audio_features,4eA8GFq93cVphJSxoLEcs3,spotify:track:4eA8GFq93cVphJSxoLEcs3,https://api.spotify.com/v1/tracks/4eA8GFq93cVphJSxoLEcs3,https://api.spotify.com/v1/audio-analysis/4eA8GFq93cVphJSxoLEcs3,232401,5,5
0.856,0.57,9,-4.486,1,0.286,0.00637,0.0,0.0984,0.155,154.967,audio_features,2lLG56qpLP3UbcLuzMvkWX,spotify:track:2lLG56qpLP3UbcLuzMvkWX,https://api.spotify.com/v1/tracks/2lLG56qpLP3UbcLuzMvkWX,https://api.spotify.com/v1/audio-analysis/2lLG56qpLP3UbcLuzMvkWX,218943,4,4
0.899,0.67,11,-6.455,0,0.163,0.269,1.38e-05,0.105,0.413,148.065,audio_features,2PGA1AsJal6cyMNmKyE56q,spotify:track:2PGA1AsJal6cyMNmKyE56q,https://api.spotify.com/v1/tracks/2PGA1AsJal6cyMNmKyE56q,https://api.spotify.com/v1/audio-analysis/2PGA1AsJal6cyMNmKyE56q,163147,4,3
0.411,0.942,4,0.792,1,0.081,0.0319,0.0,0.377,0.45,140.387,audio_features,7o8cvobGNd2IbhCz7J0DvB,spotify:track:7o8cvobGNd2IbhCz7J0DvB,https://api.spotify.com/v1/tracks/7o8cvobGNd2IbhCz7J0DvB,https://api.spotify.com/v1/audio-analysis/7o8cvobGNd2IbhCz7J0DvB,174323,4,5
0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,audio_features,3GpbwCm3YxiWDvy29Uo3vP,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/tracks/3GpbwCm3YxiWDvy29Uo3vP,https://api.spotify.com/v1/audio-analysis/3GpbwCm3YxiWDvy29Uo3vP,204640,4,6
0.798,0.649,9,-6.546,1,0.306,0.0746,1.34e-05,0.517,0.566,142.006,audio_features,3DWjFSDEQ9IWz1mj449fB7,spotify:track:3DWjFSDEQ9IWz1mj449fB7,https://api.spotify.com/v1/tracks/3DWjFSDEQ9IWz1mj449fB7,https://api.spotify.com/v1/audio-analysis/3DWjFSDEQ9IWz1mj449fB7,108160,4,7
0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,audio_features,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4,0
0.933,0.402,1,-12.316,1,0.336,0.00247,0.901,0.104,0.253,120.005,audio_features,1zlEofSoZKwyr7QZFGIb19,spotify:track:1zlEofSoZKwyr7QZFGIb19,https://api.spotify.com/v1/tracks/1zlEofSoZKwyr7QZFGIb19,https://api.spotify.com/v1/audio-analysis/1zlEofSoZKwyr7QZFGIb19,113711,4,4
0.859,0.526,1,-8.716,1,0.237,0.149,0.0822,0.102,0.629,114.973,audio_features,62RfjT9p2pu5QxbuEMSdr2,spotify:track:62RfjT9p2pu5QxbuEMSdr2,https://api.spotify.com/v1/tracks/62RfjT9p2pu5QxbuEMSdr2,https://api.spotify.com/v1/audio-analysis/62RfjT9p2pu5QxbuEMSdr2,84522,4,0
0.697,0.808,2,-2.444,1,0.045,0.000367,0.0466,0.275,0.398,115.003,audio_features,1Yj8ikz9lPHnqWH1rZQgV4,spotify:track:1Yj8ikz9lPHnqWH1rZQgV4,https://api.spotify.com/v1/tracks/1Yj8ikz9lPHnqWH1rZQgV4,https://api.spotify.com/v1/audio-analysis/1Yj8ikz9lPHnqWH1rZQgV4,158652,4,0
0.721,0.855,1,-4.715,1,0.168,0.163,4.18e-05,0.369,0.529,130.01,audio_features,3ttxEhlP5SNb0WiX9EysND,spotify:track:3ttxEhlP5SNb0WiX9EysND,https://api.spotify.com/v1/tracks/3ttxEhlP5SNb0WiX9EysND,https://api.spotify.com/v1/audio-analysis/3ttxEhlP5SNb0WiX9EysND,256500,4,0
0.667,0.849,10,-4.4,0,0.124,0.165,4.8e-05,0.107,0.752,155.002,audio_features,5qEGAHerczFt3HmL9lhh4j,spotify:track:5qEGAHerczFt3HmL9lhh4j,https://api.spotify.com/v1/tracks/5qEGAHerczFt3HmL9lhh4j,https://api.spotify.com/v1/audio-analysis/5qEGAHerczFt3HmL9lhh4j,158080,4,3
0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,audio_features,2USlegnFJLrVLpoVfPimKB,spotify:track:2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB,160000,3,0
0.91,0.516,11,-9.811,0,0.0684,0.0166,0.242,0.0861,0.725,120.022,audio_features,7jUc0EM47VlkZJlQZXLQkS,spotify:track:7jUc0EM47VlkZJlQZXLQkS,https://api.spotify.com/v1/tracks/7jUc0EM47VlkZJlQZXLQkS,https://api.spotify.com/v1/audio-analysis/7jUc0EM47VlkZJlQZXLQkS,98615,4,3
0.659,0.627,11,-8.081,0,0.0473,0.0784,8.9e-06,0.118,0.412,163.924,audio_features,2zcujbHsQVDmsZi8I6Q0LP,spotify:track:2zcujbHsQVDmsZi8I6Q0LP,https://api.spotify.com/v1/tracks/2zcujbHsQVDmsZi8I6Q0LP,https://api.spotify.com/v1/audio-analysis/2zcujbHsQVDmsZi8I6Q0LP,178747,4,3
0.72,0.562,6,-7.026,0,0.228,0.0169,4.32e-06,0.271,0.753,82.414,audio_features,5eZj8oMomoON23LE2JXJUM,spotify:track:5eZj8oMomoON23LE2JXJUM,https://api.spotify.com/v1/tracks/5eZj8oMomoON23LE2JXJUM,https://api.spotify.com/v1/audio-analysis/5eZj8oMomoON23LE2JXJUM,108000,4,3
0.858,0.808,8,-6.247,1,0.15,0.16,0.0,0.13,0.585,119.941,audio_features,6tRpnL8pE9R0HWObq837eW,spotify:track:6tRpnL8pE9R0HWObq837eW,https://api.spotify.com/v1/tracks/6tRpnL8pE9R0HWObq837eW,https://api.spotify.com/v1/audio-analysis/6tRpnL8pE9R0HWObq837eW,154500,4,6
0.658,0.462,0,-10.951,0,0.0643,0.305,0.00294,0.099,0.0373,115.975,audio_features,0mX9xpEcJynJblsuJwbh3G,spotify:track:0mX9xpEcJynJblsuJwbh3G,https://api.spotify.com/v1/tracks/0mX9xpEcJynJblsuJwbh3G,https://api.spotify.com/v1/audio-analysis/0mX9xpEcJynJblsuJwbh3G,216000,4,2
0.807,0.541,9,-9.295,0,0.11,0.111,0.0,0.404,0.652,139.995,audio_features,5wp2mfSF5eT5vsMnllgT5B,spotify:track:5wp2mfSF5eT5vsMnllgT5B,https://api.spotify.com/v1/tracks/5wp2mfSF5eT5vsMnllgT5B,https://api.spotify.com/v1/audio-analysis/5wp2mfSF5eT5vsMnllgT5B,166373,4,3
0.699,0.445,1,-10.852,1,0.144,0.164,0.0,0.14,0.169,139.997,audio_features,5VxhTi6OUdCx5J5p5BOxhE,spotify:track:5VxhTi6OUdCx5J5p5BOxhE,https://api.spotify.com/v1/tracks/5VxhTi6OUdCx5J5p5BOxhE,https://api.spotify.com/v1/audio-analysis/5VxhTi6OUdCx5J5p5BOxhE,186840,4,0
0.713,0.64,4,-8.018,0,0.0645,0.166,1.73e-06,0.153,0.139,139.975,audio_features,2o8EsqXdNh4PzbyzdnMw7d,spotify:track:2o8EsqXdNh4PzbyzdnMw7d,https://api.spotify.com/v1/tracks/2o8EsqXdNh4PzbyzdnMw7d,https://api.spotify.com/v1/audio-analysis/2o8EsqXdNh4PzbyzdnMw7d,195627,4,2
0.667,0.497,1,-6.343,1,0.302,0.143,0.00182,0.113,0.392,170.061,audio_features,2uuRuSSkzitmZDqrp8jIna,spotify:track:2uuRuSSkzitmZDqrp8jIna,https://api.spotify.com/v1/tracks/2uuRuSSkzitmZDqrp8jIna,https://api.spotify.com/v1/audio-analysis/2uuRuSSkzitmZDqrp8jIna,180000,4,4
0.783,0.567,10,-5.144,0,0.275,0.0945,0.0,0.179,0.355,86.993,audio_features,2uMz4ZBCmmzZUTmmHFenrf,spotify:track:2uMz4ZBCmmzZUTmmHFenrf,https://api.spotify.com/v1/tracks/2uMz4ZBCmmzZUTmmHFenrf,https://api.spotify.com/v1/audio-analysis/2uMz4ZBCmmzZUTmmHFenrf,246000,4,4
0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,5
0.733,0.751,11,-6.171,1,0.0829,0.631,0.0,0.149,0.701,126.018,audio_features,3FcqFCeCD6QRtRo6WGLCnC,spotify:track:3FcqFCeCD6QRtRo6WGLCnC,https://api.spotify.com/v1/tracks/3FcqFCeCD6QRtRo6WGLCnC,https://api.spotify.com/v1/audio-analysis/3FcqFCeCD6QRtRo6WGLCnC,218964,4,6
0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4,3
0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,audio_features,7DnAm9FOTWE3cUvso43HhI,spotify:track:7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/tracks/7DnAm9FOTWE3cUvso43HhI,https://api.spotify.com/v1/audio-analysis/7DnAm9FOTWE3cUvso43HhI,187436,4,0
0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,audio_features,6v4F5IaKUITBPzt2wztoiZ,spotify:track:6v4F5IaKUITBPzt2wztoiZ,https://api.spotify.com/v1/tracks/6v4F5IaKUITBPzt2wztoiZ,https://api.spotify.com/v1/audio-analysis/6v4F5IaKUITBPzt2wztoiZ,213428,4,3
0.715,0.662,10,-10.051,0,0.0631,0.239,6.29e-06,0.243,0.405,124.963,audio_features,5ZXGcWzCA3bPA2K8dtzxTY,spotify:track:5ZXGcWzCA3bPA2K8dtzxTY,https://api.spotify.com/v1/tracks/5ZXGcWzCA3bPA2K8dtzxTY,https://api.spotify.com/v1/audio-analysis/5ZXGcWzCA3bPA2K8dtzxTY,192570,4,3
0.764,0.757,1,-4.771,0,0.137,0.0819,0.0,0.0908,0.752,79.999,audio_features,6S3SnnZ7HRMoTF11Fqu8th,spotify:track:6S3SnnZ7HRMoTF11Fqu8th,https://api.spotify.com/v1/tracks/6S3SnnZ7HRMoTF11Fqu8th,https://api.spotify.com/v1/audio-analysis/6S3SnnZ7HRMoTF11Fqu8th,142345,4,3
0.752,0.631,0,-11.133,1,0.0672,0.149,0.403,0.0931,0.727,128.025,audio_features,3mZjaPav4QnFSweMv4ea80,spotify:track:3mZjaPav4QnFSweMv4ea80,https://api.spotify.com/v1/tracks/3mZjaPav4QnFSweMv4ea80,https://api.spotify.com/v1/audio-analysis/3mZjaPav4QnFSweMv4ea80,237656,4,0
0.748,0.778,3,-3.173,0,0.39,0.385,0.000123,0.275,0.878,159.956,audio_features,6vYsNFNoq2dvICnoDqDfZs,spotify:track:6vYsNFNoq2dvICnoDqDfZs,https://api.spotify.com/v1/tracks/6vYsNFNoq2dvICnoDqDfZs,https://api.spotify.com/v1/audio-analysis/6vYsNFNoq2dvICnoDqDfZs,172199,4,4
0.471,0.783,11,-6.005,1,0.0579,6.96e-06,0.825,0.209,0.483,137.981,audio_features,0oFPCGIO4t2cmOkksXknoD,spotify:track:0oFPCGIO4t2cmOkksXknoD,https://api.spotify.com/v1/tracks/0oFPCGIO4t2cmOkksXknoD,https://api.spotify.com/v1/audio-analysis/0oFPCGIO4t2cmOkksXknoD,306322,4,6
0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,audio_features,3di5hcvxxciiqwMH1jarhY,spotify:track:3di5hcvxxciiqwMH1jarhY,https://api.spotify.com/v1/tracks/3di5hcvxxciiqwMH1jarhY,https://api.spotify.com/v1/audio-analysis/3di5hcvxxciiqwMH1jarhY,242974,4,3
0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,3dYD57lRAUcMHufyqn9GcI,spotify:track:3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4,2
0.928,0.526,5,-6.486,0,0.161,0.0969,0.263,0.153,0.753,109.958,audio_features,2k1yPYf9WGA4LiqcLVwtzn,spotify:track:2k1yPYf9WGA4LiqcLVwtzn,https://api.spotify.com/v1/tracks/2k1yPYf9WGA4LiqcLVwtzn,https://api.spotify.com/v1/audio-analysis/2k1yPYf9WGA4LiqcLVwtzn,214640,4,3
0.91,0.733,2,-4.078,1,0.0472,0.629,2.39e-05,0.0916,0.896,115.926,audio_features,2YJlNDmAYp0YMO4i7WKtLU,spotify:track:2YJlNDmAYp0YMO4i7WKtLU,https://api.spotify.com/v1/tracks/2YJlNDmAYp0YMO4i7WKtLU,https://api.spotify.com/v1/audio-analysis/2YJlNDmAYp0YMO4i7WKtLU,142759,4,0
